CODIGO,NOMBRE,LABORATORIO / TITULAR EN ESPAÑA,TIPO LEGAL,CATEGORIA PRINCIPAL,SUBCATEGORIA DETALLADA,ATC,PVP OFICIAL ESPAÑA (€),PRECIO MEDIO FARMACIA ONLINE ESPAÑA (€)
210980,ACOFARMA NESIRA JABON MANOS ESPUMA ARANDANO 1 ENVASE 250 ml,"ACOFARMA DISTRIBUCIÓN, S.A.",Parafarmacia,Higiene,Jabón de manos,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
210981,ACOFARMA NESIRA JABON MANOS ESPUMA COCO 1 ENVASE 250 ml,"ACOFARMA DISTRIBUCIÓN, S.A.",Parafarmacia,Higiene,Jabón de manos,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
198875,ACOFARMA NESIRA JABON PASTILLA DE MANOS 1 ENVASE 100 g AROMA FLOR DE LOTO,"ACOFARMA DISTRIBUCIÓN, S.A.",Parafarmacia,Higiene,Jabón de manos,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
198877,ACOFARMA NESIRA JABON PASTILLA DE MANOS 1 ENVASE 100 g AROMA LIRIO DE AGUA,"ACOFARMA DISTRIBUCIÓN, S.A.",Parafarmacia,Higiene,Jabón de manos,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
198876,ACOFARMA NESIRA JABON PASTILLA MANOS 1 ENVASE 100 g AROMA ROSA CORAL,"ACOFARMA DISTRIBUCIÓN, S.A.",Parafarmacia,Higiene,Jabón de manos,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
172104,"ACOFARMA NESIRA MELATONINA 1,95 mg 60 COMPRIMIDOS","ACOFARMA DISTRIBUCIÓN, S.A.",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
150400,ACOFARMA NESIRA SOLUCION UNICA PARA LENTILLAS 2 UNIDADES 250 ml,"ACOFARMA DISTRIBUCIÓN, S.A.",Parafarmacia,Óptica,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
197649,"ACOFARMA NESIRA SPF 15 PROTECTOR LABIAL 1 ENVASE 4,5 g","ACOFARMA DISTRIBUCIÓN, S.A.",Parafarmacia,Protección solar,Protector labial,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
198563,ACOFARMA NESIRA SPF 50+ PROTECTOR LABIAL 1 ENVASE 5 g,"ACOFARMA DISTRIBUCIÓN, S.A.",Parafarmacia,Protección solar,Protector labial,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
184927,ACOFARMA NESIRA SUE�O 30 COMPRIMIDOS,"ACOFARMA DISTRIBUCIÓN, S.A.",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
196471,ACOFARMA NESIRA TOALLITAS PARA HIGIENE OCULAR 30 UNIDADES,"ACOFARMA DISTRIBUCIÓN, S.A.",Parafarmacia,Higiene,Toallitas higiénicas,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
203664,ACOFARMA VIVERA CHAMPU ACONDICIONADOR USO DIARIO 1 ENVASE 400 ml,"ACOFARMA DISTRIBUCIÓN, S.A.",Parafarmacia,Higiene,Champú,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
199108,ACOFARMA VIVERA CREMA DE MANOS 1 ENVASE 30 ml AROMA FLOR DE CEREZO,"ACOFARMA DISTRIBUCIÓN, S.A.",Parafarmacia,Cuidado personal,Crema de manos,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
200955,ACOFARMA VIVERA JABON DE MANOS CELULAS FRESCAS DE KIWI 1 ENVASE 500 ml,"ACOFARMA DISTRIBUCIÓN, S.A.",Parafarmacia,Higiene,Jabón de manos,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
772681,ACOVIL 2.5 MG 28 COMP,Sanofi Aventis S.A.,Medicamento marca,Cardiovascular,IECA,C09A,PENDIENTE VERIFICACION,SEGÚN PVP
772665,ACOVIL 5 MG 28 COMP,Sanofi Aventis S.A.,Medicamento marca,Cardiovascular,IECA,C09A,PENDIENTE VERIFICACION,SEGÚN PVP
960518,ACTIMAG SOL 100 CC,Faes Farma S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A12C,PENDIENTE VERIFICACION,SEGÚN PVP
198482,ACTINIC CONTROL MD FLUI FPS100,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
701276,ACTITHIOL MUC AD 250MG SOL200M,Almirall S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R05C,PENDIENTE VERIFICACION,SEGÚN PVP
701292,ACTITHIOL MUC INF 20MGML200ML,Almirall S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R05C,PENDIENTE VERIFICACION,SEGÚN PVP
701284,ACTITHIOL MUCO ANTIHIS SOL200M,Almirall S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R05C,PENDIENTE VERIFICACION,SEGÚN PVP
753285,ACTIVELLE 28 COMP,Isdin S.A.,Medicamento marca,Ginecología,Terapia hormonal sustitutiva,G03F,PENDIENTE VERIFICACION,SEGÚN PVP
660730,ACTONEL 75 MG 2 COMP,Theramex Ireland Limited,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M05B,PENDIENTE VERIFICACION,SEGÚN PVP
721399,ACTONEL SEMANAL 35 MG 4 COMP,Theramex Ireland Limited,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M05B,PENDIENTE VERIFICACION,SEGÚN PVP
715578,ACTONEL SEMANAL 35MG 4COM GAST,Theramex Ireland Limited,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M05B,PENDIENTE VERIFICACION,SEGÚN PVP
723358,ACTROMADOL 660 MG 8 COMP,Bayer Hispania S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M01A,PENDIENTE VERIFICACION,SEGÚN PVP
954917,ACTRON COMPUESTO 267 mg/133 mg/40 mg 10 COMPRIMIDOS EFERVESCENTES,Bayer Hispania S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
668467,ACULAR COLI 5 ML,"Abbvie Spain, S.L.U.",Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,S01B,PENDIENTE VERIFICACION,SEGÚN PVP
204435,ACUMAX CAPS 30,PENDIENTE VERIFICACION,Complemento alimenticio,Complementos alimenticios,Complemento alimenticio general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
176551,ACUOK 30 CAPSULAS,PENDIENTE VERIFICACION,Complemento alimenticio,Complementos alimenticios,Complemento alimenticio general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
675256,ACUOLENS 0.5 ML 30 MONODOSIS,PENDIENTE VERIFICACION,Complemento alimenticio,Nutrición deportiva,Nutrición deportiva general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
730053,ADALAT OROS 30 MG 28 COM,Bayer Hispania S.L.,Medicamento marca,Cardiovascular,Antagonista del calcio,C08C,PENDIENTE VERIFICACION,SEGÚN PVP
664677,ADENURIC 80 MG 28 COMP,Menarini International Operations Luxembourg S.A.,Medicamento marca,Musculoesquelético,Antigotoso,M04A,PENDIENTE VERIFICACION,SEGÚN PVP
345553,ADERMA EXOMEGA ACEITE DUCH500,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
715341,ADIAVAL 1000MG880UI 30 COM,Lacer S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A12A,PENDIENTE VERIFICACION,SEGÚN PVP
723798,ADIRO 100 MG 30COMPR (EFG),Bayer Hispania S.L.,Medicamento EFG,Cardiovascular,Antiagregante plaquetario,B01A,PENDIENTE VERIFICACION,SEGÚN PVP
841056,ADIRO EFG 300 MG 30 COMP,Bayer Hispania S.L.,Medicamento EFG,Cardiovascular,Antiagregante plaquetario,B01A,PENDIENTE VERIFICACION,SEGÚN PVP
KAWU3262,ADO QUATRO 70 ML,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
583531,"ADOCAM 1,5 mg/ml SUSPENSION ORAL PARA PERROS 1 FRASCO 10 ml",PENDIENTE VERIFICACION,Medicamento veterinario,Veterinaria,Medicamento veterinario canino,NO APLICA (veterinario),NO REGULADO,PENDIENTE VERIFICACION
797449,ADOLONTA RETARD 150 MG 60 COMP,Grünenthal Pharma S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02A,PENDIENTE VERIFICACION,SEGÚN PVP
184636,ADOMELLE 30CAP BROMATECH,PENDIENTE VERIFICACION,Complemento alimenticio,Complementos alimenticios,Complemento alimenticio general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
654187,ADRENALINA LEVEL JGA 1 ML,Laboratorios Ern S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C01C,PENDIENTE VERIFICACION,SEGÚN PVP
590124,ADTAB 225MG PERR 5.5-11KG 1CPD,PENDIENTE VERIFICACION,Medicamento veterinario,Veterinaria,Medicamento veterinario,NO APLICA (veterinario),NO REGULADO,PENDIENTE VERIFICACION
590115,ADTAB 48 MG GATOS 2-8 KG 1 CPD,PENDIENTE VERIFICACION,Medicamento veterinario,Veterinaria,Medicamento veterinario felino,NO APLICA (veterinario),NO REGULADO,PENDIENTE VERIFICACION
658953,ADVAGRAF 0.5 MG 30 CAPS,Astellas Pharma Europe B.V.,Medicamento hospitalario,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,L04A,PENDIENTE VERIFICACION,SEGÚN PVP
658956,ADVAGRAF 1 MG 60 CAPS,Astellas Pharma Europe B.V.,Medicamento hospitalario,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,L04A,PENDIENTE VERIFICACION,SEGÚN PVP
662915,ADVAGRAF 3 MG 30 CAPS,Astellas Pharma Europe B.V.,Medicamento hospitalario,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,L04A,PENDIENTE VERIFICACION,SEGÚN PVP
658957,ADVAGRAF 5 MG 30 CAPS,Astellas Pharma Europe B.V.,Medicamento hospitalario,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,L04A,PENDIENTE VERIFICACION,SEGÚN PVP
743229,ADVENTAN 0.1% CR 60 G,Leo Pharma A/S,Medicamento marca,Dermatología,Corticoide tópico,D07A,PENDIENTE VERIFICACION,SEGÚN PVP
804633,ADVENTAN 0.1% EMULSION 50 G,Leo Pharma A/S,Medicamento marca,Dermatología,Corticoide tópico,D07A,PENDIENTE VERIFICACION,SEGÚN PVP
743237,ADVENTAN 0.1% PDA 30 G,Leo Pharma A/S,Medicamento marca,Dermatología,Corticoide tópico,D07A,PENDIENTE VERIFICACION,SEGÚN PVP
662437,ADVENTAN SOLU 50 ML,Leo Pharma A/S,Medicamento marca,Dermatología,Corticoide tópico,D07A,PENDIENTE VERIFICACION,SEGÚN PVP
659175,AERIUS 0.5MGML SOL ORAL 120ML,Organon N.V.,Medicamento marca,Alergología,Antihistamínico,R06A,PENDIENTE VERIFICACION,SEGÚN PVP
938548,AERIUS 5 MG 20 COMP,Organon N.V.,Medicamento marca,Alergología,Antihistamínico,R06A,PENDIENTE VERIFICACION,SEGÚN PVP
701904,AERO RED 100 mg/ml GOTAS ORALES EN SOLUCION 1 FRASCO 100 ml,Uriach Consumer Healthcare S.L.,Medicamento marca,Digestivo,Antiflatulento,A03A,PENDIENTE VERIFICACION,SEGÚN PVP
663728,AERO RED 120 MG 40 COMP,Uriach Consumer Healthcare S.L.,Medicamento marca,Digestivo,Antiflatulento,A03A,PENDIENTE VERIFICACION,SEGÚN PVP
665264,AERO RED 120 mg 40 COMPRIMIDOS MASTICABLES (SABOR MENTA),Uriach Consumer Healthcare S.L.,Medicamento marca,Digestivo,Antiflatulento,A03A,PENDIENTE VERIFICACION,SEGÚN PVP
701961,AERO RED 40 MG 100 COMP,Uriach Consumer Healthcare S.L.,Medicamento marca,Digestivo,Antiflatulento,A03A,PENDIENTE VERIFICACION,SEGÚN PVP
701979,AERO RED 40 MG 30 COMP,Uriach Consumer Healthcare S.L.,Medicamento marca,Digestivo,Antiflatulento,A03A,PENDIENTE VERIFICACION,SEGÚN PVP
698277,AERO RED FORTE 240 MG 20 CAPS,Uriach Consumer Healthcare S.L.,Medicamento marca,Digestivo,Antiflatulento,A03A,PENDIENTE VERIFICACION,SEGÚN PVP
211697,AERO-NET GOTAS 20 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
651962,AFLOYAN 30 MG 30 COMP,Laboratorios Alter S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N06A,PENDIENTE VERIFICACION,SEGÚN PVP
723692,AFLUON COLIRIO 6 ML,Cooper Consumer Health B.V.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,S01G,PENDIENTE VERIFICACION,SEGÚN PVP
650622,AFLUON SPRAY NASAL 20 ML,Cooper Consumer Health B.V.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R01A,PENDIENTE VERIFICACION,SEGÚN PVP
702068,AFTA JUVENTUS SOLU TOPICA 30ML,Laboratorios Ern S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A01A,PENDIENTE VERIFICACION,SEGÚN PVP
163184,AFTALACER GEL 8 G,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
163183,AFTALACER SPRAY 15 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
170049,AFTER BITE ORIGIN ROLL ON 14ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
150952,AFTEX COLUTORIO 150 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
180649,AFTEX FORTE GEL ORAL 8 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
200610,AFTEX SPRAY 20 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
960427,AGIOLAX GDO 250 G,Cooper Consumer Health B.V.,Medicamento marca,Digestivo,Laxante,A06A,PENDIENTE VERIFICACION,SEGÚN PVP
003335,AGUA AZAHAR TENA 500 ML,PENDIENTE VERIFICACION,Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
099452,"AGUA DE ROSAS AL 0,3% 250ML",PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
8470000994518,"AGUA DE ROSAS AL 0,3% 500ML",PENDIENTE VERIFICACION,Parafarmacia,Formulación magistral,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
110283,AGUA DESTILADA ACOFAR 5 LITRO,"ACOFARMA DISTRIBUCIÓN, S.A.",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
195765,AGUA DESTILADA INTERAPOTHEK 1 ENVASE 1000 ml,"INTER-PHARMA, S.A.U.",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
195766,AGUA DESTILADA INTERAPOTHEK 1 ENVASE 5000 ml,"INTER-PHARMA, S.A.U.",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
184659,"AGUA OXIGENADA BETAFAR 5,1% 1 FRASCO 500 ml",PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
702423,AGUA OXIGENADA FORET 1000 ML,Peroxfarma S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D08A,PENDIENTE VERIFICACION,SEGÚN PVP
702449,AGUA OXIGENADA FORET 250 ML,Peroxfarma S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D08A,PENDIENTE VERIFICACION,SEGÚN PVP
184371,AGUA OXIGENADA RF APOSAN 250,"LABORATORIOS HERBITAS, S.L. (marca Aposan)",Parafarmacia,Desinfección,Agua oxigenada,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
ROCH4131,AGUA TERMAL ROCHE POSAY 300 ML,LA ROCHE-POSAY (L'ORÉAL),Dermocosmética,Dermocosmética,Agua termal,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
032584,"AGUJA 0,3X13 30G 1/2 1UD",PENDIENTE VERIFICACION,Producto sanitario,Material de inyección/diagnóstico,Agujas,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
379446,AGUJA ESTERIL ICO 40X8 LUER,PENDIENTE VERIFICACION,Producto sanitario,Material de inyección/diagnóstico,Agujas,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
BD5125,AGUJAS 0.25X5 MM 100 UN,PENDIENTE VERIFICACION,Producto sanitario,Material de inyección/diagnóstico,Agujas,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
009781,AGUJAS STERICAN 30G 0.30X12MM,PENDIENTE VERIFICACION,Producto sanitario,Material de inyección/diagnóstico,Agujas,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
704195,AIDESSIA 0.150.02MG21C,Laboratorios Cinfa S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03A,PENDIENTE VERIFICACION,SEGÚN PVP
704938,AIDRA DIARIO 0.033MG84CO,Laboratorios Cinfa S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03A,PENDIENTE VERIFICACION,SEGÚN PVP
702851,AIDRAELLE 0.02 3*28COM,Laboratorios Cinfa S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G03A,PENDIENTE VERIFICACION,SEGÚN PVP
164760,AINARA GEL HIDRAT VAGINAL 30 G,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
723924,AIRTAL 100 MG 20 COMP,Almirall S.A.,Medicamento marca,Musculoesquelético,Antiinflamatorio AINE,M01A,PENDIENTE VERIFICACION,SEGÚN PVP
885285,AIRTAL 100 MG 40 COMP,Almirall S.A.,Medicamento marca,Musculoesquelético,Antiinflamatorio AINE,M01A,PENDIENTE VERIFICACION,SEGÚN PVP
686022,AIRTAL 100 MG 40 SOBR,Almirall S.A.,Medicamento marca,Musculoesquelético,Antiinflamatorio AINE,M01A,PENDIENTE VERIFICACION,SEGÚN PVP
803817,AKINETON 2 MG 20 TABL,Laboratorio Farmaceutico S.I.T. - Specialita' Igienico Terapeutiche S.R.L.,Medicamento marca,Sistema nervioso,Antiparkinsoniano,N04A,PENDIENTE VERIFICACION,SEGÚN PVP
700714,AKINETON RET 4 MG 50 COM,Laboratorio Farmaceutico S.I.T. - Specialita' Igienico Terapeutiche S.R.L.,Medicamento marca,Sistema nervioso,Antiparkinsoniano,N04A,PENDIENTE VERIFICACION,SEGÚN PVP
330581,ALANERV 920 MG 30 CAPS,PENDIENTE VERIFICACION,Complemento alimenticio,Complementos alimenticios,Complemento alimenticio general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
172107,ALAON 30 CAPSULAS BLANDAS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
163605,ALASOD 20 COMPRIMIDOS,PENDIENTE VERIFICACION,Complemento alimenticio,Complementos alimenticios,Complemento alimenticio general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
255067,ALCOHOL 70 APOSAN 250 ML,"LABORATORIOS HERBITAS, S.L. (marca Aposan)",Parafarmacia,Desinfección,Alcohol sanitario,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
219931,ALCOHOL 96 APOSAN 1000 ML,"LABORATORIOS HERBITAS, S.L. (marca Aposan)",Parafarmacia,Desinfección,Alcohol sanitario,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
219923,ALCOHOL 96 APOSAN 250 ML,"LABORATORIOS HERBITAS, S.L. (marca Aposan)",Parafarmacia,Desinfección,Alcohol sanitario,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
168539,ALCOHOL 96 APOSAN 500 ML,"LABORATORIOS HERBITAS, S.L. (marca Aposan)",Parafarmacia,Desinfección,Alcohol sanitario,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
168212,ALCOHOL DE ROMERO APOSAN 250ML,"LABORATORIOS HERBITAS, S.L. (marca Aposan)",Parafarmacia,Desinfección,Alcohol sanitario,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
737338,ALDACTONE 100 MG 20 COMP,Pfizer S.L.,Medicamento marca,Cardiovascular,Diuréticos ahorradores de potasio,C03D,PENDIENTE VERIFICACION,SEGÚN PVP
702951,ALDACTONE A 25 MG 20 COMP,Pfizer S.L.,Medicamento marca,Cardiovascular,Diuréticos ahorradores de potasio,C03D,PENDIENTE VERIFICACION,SEGÚN PVP
702969,ALDACTONE A 25 MG 50 COMP,Pfizer S.L.,Medicamento marca,Cardiovascular,Diuréticos ahorradores de potasio,C03D,PENDIENTE VERIFICACION,SEGÚN PVP
654237,ALDOMET 250 MG 60 TABL,H.A.C. Pharma,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C02A,PENDIENTE VERIFICACION,SEGÚN PVP
703744,ALERCINA 7 COMP,Laboratorios Cinfa S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R06A,PENDIENTE VERIFICACION,SEGÚN PVP
703215,ALERGICAL CR 30 G,Faes Farma S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D07X,PENDIENTE VERIFICACION,SEGÚN PVP
991885,ALERLISIN 10 MG 20 COMP,"Retrain, S.A.U.",Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R06A,PENDIENTE VERIFICACION,SEGÚN PVP
831537,ALERLISIN SOLU 200 ML,"Retrain, S.A.U.",Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R06A,PENDIENTE VERIFICACION,SEGÚN PVP
179714,ALFLOREX 30 CAPS,BIOCODEX,Complemento alimenticio,Complementos alimenticios,Complemento alimenticio general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
211758,ALFLOREX DUAL ACTION 30 CAP,BIOCODEX,Complemento alimenticio,Complementos alimenticios,Complemento alimenticio general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
197234,ALGAS 104COMP SABOR LIMON,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
220004,ALGASIV DENTADURA INFERIOR 18U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
152836,ALGASIV DENTADURA INFERIOR 30U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
152834,ALGASIV DENTADURA SUPERIOR 30U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
818633,ALGESAL AEROSOL ESPUMA 100 G,Laboratorio Stada S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M02A,PENDIENTE VERIFICACION,SEGÚN PVP
701847,ALGI MABO 500 MG 12 CAPS,Mabo Farma S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
656124,ALGI MABO 500 MG 20 CAPS,Mabo Farma S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
741512,ALGIDOL 12 SOBR,Laboratorios Ern S.A.,Medicamento marca,Musculoesquelético,Analgésico combinado,N02A,PENDIENTE VERIFICACION,SEGÚN PVP
770370,ALGIDOL 20 SOBRES,Laboratorios Ern S.A.,Medicamento marca,Musculoesquelético,Analgésico combinado,N02A,PENDIENTE VERIFICACION,SEGÚN PVP
483982,ALGODON APOSAN ARROLL PURO 250,"LABORATORIOS HERBITAS, S.L. (marca Aposan)",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
226597,ALGODON ARROLL LUSAN 100 G,"LUSAN, S.A.",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
454421,ALGODON ZIGZAG APOSAN 100 G,"LABORATORIOS HERBITAS, S.L. (marca Aposan)",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
454413,ALGODON ZIGZAG APOSAN 50 G,"LABORATORIOS HERBITAS, S.L. (marca Aposan)",Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
672842,ALIPZA 1 MG 28 COMP,Kowa Pharmaceutical Europe Gmbh,Medicamento marca,Cardiovascular,Estatina,C10A,PENDIENTE VERIFICACION,SEGÚN PVP
672826,ALIPZA 2 MG 28 COMP,Kowa Pharmaceutical Europe Gmbh,Medicamento marca,Cardiovascular,Estatina,C10A,PENDIENTE VERIFICACION,SEGÚN PVP
203716,ALIVIOLAS FISIOLAX 27 COMP,PENDIENTE VERIFICACION,Complemento alimenticio,Complementos alimenticios,Complemento alimenticio general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
203717,ALIVIOLAS FISIOLAX 45 COMP,PENDIENTE VERIFICACION,Complemento alimenticio,Complementos alimenticios,Complemento alimenticio general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
204703,ALIVIOLAS FISIOLAX 90 COMP,PENDIENTE VERIFICACION,Complemento alimenticio,Complementos alimenticios,Complemento alimenticio general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
